              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
     317.270      45.462      21.074      48.098
     319.275      45.426      21.101      48.097
     321.287      45.391      21.128      48.097
     323.292      45.345      21.155      48.096
     325.298      45.311      21.182      48.095
     327.303      45.278      21.209      48.094
     329.308      45.246      21.236      48.094
     331.314      45.203      21.263      48.093
     333.319      45.171      21.290      48.092
     335.324      45.130      21.317      48.091
     337.330      45.101      21.344      48.091
     339.335      45.061      21.370      48.090
     341.341      45.021      21.397      48.089
     343.347      44.983      21.424      48.088
     345.352      44.956      21.451      48.088
     347.358      44.919      21.478      48.087
     349.364      44.882      21.505      48.086
     351.370      44.846      21.532      48.085
     353.376      44.812      21.559      48.084
     355.382      44.766      21.586      48.083
     357.381      44.732      21.612      48.083
     359.387      44.699      21.639      48.082
     361.394      44.656      21.666      48.081
     363.400      44.625      21.693      48.080
     365.406      44.594      21.720      48.079
     367.413      44.553      21.747      48.078
     369.419      44.512      21.774      48.077
     371.426      44.483      21.801      48.077
     373.433      44.445      21.828      48.076
     375.432      44.406      21.854      48.075
     377.439      44.368      21.881      48.074
     379.446      44.331      21.908      48.073
     381.453      44.295      21.935      48.072
     383.460      44.260      21.962      48.071
     385.459      44.225      21.989      48.070
     387.466      44.190      22.016      48.069
     389.474      44.157      22.043      48.069
     391.481      44.113      22.069      48.068
     393.488      44.081      22.096      48.067
     395.488      44.050      22.123      48.066
     397.496      44.008      22.150      48.065
     399.503      43.978      22.177      48.064
     401.504      43.938      22.204      48.063
     403.512      43.898      22.231      48.062
     405.520      43.860      22.258      48.061
     407.527      43.833      22.285      48.060
     409.528      43.795      22.311      48.059
     411.536      43.758      22.338      48.058
     413.544      43.722      22.365      48.057
     415.545      43.687      22.392      48.056
     417.553      43.652      22.419      48.055
     419.554      43.607      22.446      48.054
     421.563      43.574      22.472      48.053
     423.571      43.541      22.499      48.052
     425.573      43.498      22.526      48.051
      -3.583      53.304      16.764      48.146
      -1.582      53.265      16.791      48.147
       0.428      53.227      16.818      48.147
       2.429      53.191      16.845      48.147
       4.439      53.154      16.872      48.148
       6.440      53.119      16.899      48.148
       8.450      53.084      16.926      48.148
      10.451      53.049      16.952      48.148
      12.460      53.005      16.979      48.149
      14.462      52.972      17.006      48.149
      16.471      52.940      17.033      48.149
      18.480      52.898      17.060      48.150
      20.482      52.867      17.087      48.150
      22.491      52.826      17.114      48.150
      24.492      52.786      17.141      48.150
      26.502      52.757      17.168      48.151
      28.503      52.718      17.195      48.151
      30.512      52.680      17.222      48.151
      32.514      52.643      17.249      48.151
      34.522      52.606      17.276      48.151
      36.524      52.570      17.303      48.152
      38.533      52.534      17.330      48.152
      40.542      52.500      17.357      48.152
      42.543      52.455      17.384      48.152
      44.552      52.421      17.411      48.152
      46.554      52.389      17.438      48.152
      48.562      52.346      17.465      48.153
      50.564      52.315      17.492      48.153
      52.572      52.274      17.518      48.153
      54.574      52.233      17.545      48.153
      56.583      52.204      17.572      48.153
      58.591      52.164      17.599      48.153
      60.593      52.126      17.626      48.153
      62.601      52.088      17.653      48.153
      64.603      52.051      17.680      48.153
      66.611      52.014      17.707      48.154
      68.620      51.978      17.734      48.154
      70.622      51.943      17.761      48.154
      72.630      51.909      17.788      48.154
      74.632      51.875      17.815      48.154
      76.640      51.831      17.842      48.154
      78.642      51.799      17.869      48.154
      80.650      51.756      17.896      48.154
      82.659      51.725      17.923      48.154
